USER_ID,item_id,over_all_rating
A108J5O7DG2WIM,219400083,4
A1QBLUSZW281TA,715000322,5
A3B40ZIZJ3HEP7,970408641,1
A1DUAXYX5WHSX1,1940825172,4
A1VS7YWE0NCAS3,2409862403,4
AY04DS9CPM1YH,2409862403,1
A2HHDDYLFIQWYA,3293390102,3
A12T7O6K54JTJM,3696387606,2
A1UXFMMV5CPPJQ,3696387622,5
AR040DQNCVR0H,3696387622,5
A9XSCMBQVNUPS,3696387622,5
A2U288JVS184R8,3696390119,5
A30J791OQS1LU,3696390119,4
AWFIO1S25JKXN,4678615123,5
A21HW7FS5GF0UA,4678615173,5
ARY7KUJ25UXFD,4678615173,5
ARQ0EYIPPCCKM,4678615173,5
A2Z8DIDO8QUML2,4678615173,5
A3O6EBPH92YT9A,4678615243,5
A2YMOX70ITDQMU,4678615243,4
AL04NP6DNUSRR,4678615243,5
A3JIMLA7PJ88FU,4678615243,5
A3QEZ1LYHFB2B9,4678615303,5
A13SNFA57TZU03,4678615303,4
A15RLZVJ91QA3I,4678615303,5
A3W6C90OZVI65,4678615303,3
A2S83TRVZHGHPN,5926025338,2
A28YGXV9M762SH,5926025338,4
A3FVIJSUGO0UZR,5926025338,5
AGQTVNBJNSVJM,5926025338,3
A2FP171YP527HV,5926025338,4
A2UDT8QEXGE066,5926025338,5
A2WCZ1UGR6NQMP,5926025338,5
A1GEQIJ3OGL9DN,5926025338,5
AE8STV069S1GD,5926025338,4
A168ZGT0TNZOYN,5926025338,4
A7ZPOEBQ6QOUU,5926025338,2
A2OX15EXYZ9D1I,5926025338,5
AS5KEO3NNP466,5926025338,5
A33JABAIRL4XOO,5926025338,3
A1N3L2RXG71BNX,5926025338,5
A3KDHYRMGG1U23,5926025338,2
A1488JJI1XI313,5926025338,4
ANO6Q6EYNPH96,5926025338,1
AP7AB5COY37XC,5926025338,5
A2E3P2W9GTFJIK,5926025338,5
A3VHUPTQSRNG6X,592702632X,1
A3V2ZD5WK6ZTQX,592702632X,5
A3BIQ4FIVBXHAN,592702632X,2
A2ZB0D90H5PYJ7,592702632X,5
A1DPEPMEQ99K35,592702632X,1
A2SXHP3384ER6W,592702632X,4
A330D5WEVCW75B,592702632X,4
AQ7ARU83HM7BC,6095006791,1
AF9VJJRTTCWVA,7138258720,5
A3J7SKRSM7IALJ,7138258747,3
AVFOMV7EOZBN5,7138259530,2
A36KQDIMNM7IFY,7168258818,2
A1JQCV1NTT7NFB,7168258885,1
A36KQDIMNM7IFY,7168258958,2
A3MFW73LNTZ35M,7462847051,3
A2W374VIWR0XRQ,7462847051,5
A3D5KJENY7KAWV,7462847051,1
ABC0504ZEDT5B,7462847531,1
AMIJOFEDKNQTG,7462847531,5
A1E36MS7102TTS,7462847531,2
A3R5BNDP4FAOG9,7462847981,4
AWT603CR6Q6U7,7462872161,5
A33O75YFI8EUVK,7462872161,1
A11VG21KVOXTKD,7462872161,5
A3P2W55HFLU19L,7462872161,5
A13TJ260ZY2XYV,7462872161,5
A2P23K3FKF5X7T,7462872161,4
A3CUJ2RGPUGM07,7462872161,5
A366ZOYHHPBMIA,7462872161,5
AQY3UKFG77B7W,7462872161,5
AB37GFOKBM0C,7462872161,5
A2FJ2H6GN24BHO,7462872161,3
A1MMR519EYWIHQ,7462872161,5
A24X1DCXCMRT8B,7462872161,5
A1LVP3BQQBBZG8,7462912651,5
A4SSMN422XEZB,763525944X,5
A1PGKPBGQY9X2I,763525944X,5
AVC6IBO40ZCZB,7635259636,2
A36KQDIMNM7IFY,7888258948,1
A1FLJF32QWAOZY,7888258972,3
AA8LC9700MJKG,7888259111,5
ASYNH3V00CED,7888259111,5
ABQS1VVCJNRMW,788825912X,5
A2U1C1KATRWK34,788825943X,5
AIFM54HONJ2FB,788825943X,5
AJ3LMG1A9FBHD,7888259456,3
A213A8FRQSO84Y,7888259456,4
AC5Z3JD82ZI55,7888259456,1
A3HAU1PNXAECBG,788825960X,3
APOWJMGXQ8LAN,8013826058,5
AM77LR1ZCSPLY,8016868169,5
A2IG056R3ZWVJE,8016868169,5
AX5B9X4OMD7KR,8016868193,5
A2KC50LQ0NFSM9,8016868193,3
AJA9LXANPMCEP,8016868193,5
A2H2VL9HYTECEJ,8016868193,2
A2O9PNEWBW1EK,8016868193,5
A1OASUAYCABQHE,8016868193,4
A3O4G88AA46OP8,8016868193,2
A2BMB0NATHT1G6,8016868193,5
A2PICYYTX2JXCQ,8016868193,5
A1094GBN6IJ5W0,8016868193,2
A21620X5LM7HHZ,8016868193,5
A2GHJNCHVTM9Z8,8016868193,4
A1SMCM2K8ANRQN,8016868193,5
A2MC7OSUI76U32,8016868193,5
A1L8QQ2E6ON8V8,8016868193,5
A3L7RU5N3HN5VR,8016868193,5
A2IDMO91F299QW,8016868193,5
A3VB520EEJ5ZJC,8016868193,4
A1IXZSMJDGAI09,8016868401,5
A140MAF4JLF23X,8016868428,3
A1KJIRX2EZUVA9,8016868428,5
A22JB504A6DKZB,8016868428,5
A1Z3BHPX79JYHI,8094000147,5
A2FXZH17PO6WK4,8389415526,5
A3O6JVFLUNWT02,8389415526,1
A1W3XEV380EVOD,8389415526,1
APD3BFTO5N2LX,8389415526,4
A3ADPPYXY0PLPH,8389415526,5
A36VU2RKCNBTJ9,8767782914,5
A1V2QMFMEV7RNB,9539751020,5
A2MERPRM1QFPT8,9539751047,5
A1VNN7J84HFFQ7,9539751047,5
A25BXYZ7FCMSJS,9539751047,4
A3UNFWAYXSFW4Q,9539751047,1
A3UNEJ2EP5NI3T,9539751047,5
A2NQOSQTOC0PSF,9539751047,4
AKSRA0B7AM1QK,9539751047,5
A307NQUNPYIINB,9539751047,5
AITSTVVMH51S9,9539751047,4
A341ULBNL040R1,9539751047,5
AAGRQL4R8KKDG,9539751047,5
A34M1NS8JK1T7D,9539751047,5
A3TPCD0AYTMLVV,9539751047,1
A2YW2W4WXU53QL,9539751047,5
A1KZA2FGP4P9EI,9539751047,1
A283KWJZA1ZGJ8,9539751047,5
AKKH72RCN4UWX,9539751047,1
A39Z77M0366KI2,9539751047,5
A3QI5G048SIQ31,9539751047,5
AMT97FM4NB0WC,9539751047,2
A3Q8HCITIEI7AD,9539751047,5
A484V8OU18UIK,9539751047,5
A2N917DHOW2KGS,9539751047,4
A1V2QMFMEV7RNB,9539751047,5
AH20NCE5US5QW,9539751047,1
A21BV7SEL1ST1Y,9539751047,5
A3VLWY3Z84Q9T,9539751047,5
A1RNQ55UBVPFVM,9539751047,5
A3CCBXQ2EQLHSJ,9539751047,5
A1M5MCZPGKSMOJ,9539751047,5
A3E60MSVQW018V,9539751047,1
A2TJCS3CKHYM7V,9539751047,5
A3RGZUNBF31U17,9539751047,4
A1S4NGFRCBAZD,9539751047,4
ANO7LPA0ILO1O,9539751047,5
A2GL6WUBSXI3EV,9539751047,5
A2PJFG5U89NJ35,9539751071,5
A1V2QMFMEV7RNB,9539751071,5
A2MZ25KA1AM6NZ,9539751071,5
A1A2C6DLSB1BEM,9539751098,5
AKJKLEY7DT303,9539751225,5
A1RQPS7Q0XKSOW,9539751284,3
A1S5LBFORIY4WR,9539751306,5
A15W3M5AHJ1JN1,9539751306,3
A259MOCUFBH36C,9539751314,1
A2KHK3WLLDXPB6,9539751322,2
AVX1B7JPWTT2F,9539751322,5
A3J54ZW92W2RRV,9539751322,5
AFTYDTY5M4RZQ,9539751330,5
A1S4NGFRCBAZD,9539751330,3
A1V2QMFMEV7RNB,9539751438,5
A1V2QMFMEV7RNB,9539751497,5
A35GRNU0XHT351,9539751551,5
A1V2QMFMEV7RNB,9539751667,5
A1LS2ZFX7LYLCT,9539751675,5
A1V2QMFMEV7RNB,9539751705,5
A2AYDCY3G9MDW0,9539751713,5
A3CVU4X9BM6J8L,9539751713,5
A2QVX6FZQC1CO6,9539751713,5
A1CAIUIRZKTGUK,9539751713,5
A2KA4SCA1B5YCI,9539751713,5
A1BMXJHW6RRZMQ,9539751713,5
A17UR3NRLARXCH,9539751713,5
A1V2QMFMEV7RNB,9539751837,5
A1V2QMFMEV7RNB,9539751934,5
A1V2QMFMEV7RNB,9539751950,5
A1V2QMFMEV7RNB,9539751969,5
A1M3HANSRMMDI1,9539752000,5
A22ZG640EUY0OZ,9539752086,5
ABO5OC5W9AAG0,9539752191,5
A4EGY2T8DOPWN,9539752248,2
A1VZUSM5G2E5QG,9539752329,5
AHEAWGR1NOCW2,9539752329,5
A2RNPF5QGPPRG9,9539752337,5
A2ELGJJS2BHM5B,9539752337,5
A3SEGP8PYILYTM,9539752337,5
AHEAWGR1NOCW2,9539752337,5
A1M5MCZPGKSMOJ,9539752337,5
A3SFDU32IT726O,9539752426,4
ALSJ6MILHPPSY,9539752426,2
A2WOHGC6AD75ZR,9539752477,2
A1M5MCZPGKSMOJ,9539752485,5
A1LQAMRXH2UC4R,9539752493,5
A1V2QMFMEV7RNB,9539752523,5
A1M5MCZPGKSMOJ,9539752523,5
A2ZKBGSWG5KCIM,9539752566,4
ACDLJ2K3SG1WB,9539752566,4
A189RFSNOH9IE,9539752566,5
A3GKIXT30EWS49,9539752566,5
A1V2QMFMEV7RNB,9539752574,5
A35GRNU0XHT351,9539752620,5
A26IRZJV6D220M,9539752620,5
A1V2QMFMEV7RNB,9539752639,5
A3E1O2IBZ09NKI,9539752639,5
A2SBUNY87QL8HM,9539752647,5
A1B7IYFYNHWAZ7,9539752647,5
A1CWXRDBC2UFPK,9539752647,5
A1V2QMFMEV7RNB,9539752663,5
A3Q71BGXE7VK84,9539752671,1
A2YRS60CDP0VGV,9539752671,1
AB19RXV1WW42M,953975268X,5
A2B867YD6QZ0I7,953975268X,5
A37TX8QPGI9FFG,9539752736,5
A3441E2WF8G53I,9539752736,5
