USER_ID,item_id,over_all_rating
A18LGI20WM06D2,B0009KNA3U,5
A3BOO8HC254NBC,B0009KNA3U,4
ADL0W1TXSEO0W,B0009KNA3U,5
A2DVB3DRZ5OVHY,B0009KNA3U,5
AITE1CY6QMAX7,B0009KNAJO,1
AKDHB3985J2X1,B0009KNOIG,5
A1GYI31U5D9U55,B0009KNONQ,4
AC43EVXCHVOA7,B0009KNOOK,5
A28J3123I1QDKI,B0009KNOSQ,4
A2ZMBE38WAXZ81,B0009KNOSQ,5
A1IHA81OA0YU6B,B0009KNOSQ,5
A3O9G1NDIIOXQ,B0009KNOXG,3
AAVTF1ADARRTU,B0009KNOXG,5
A3HXMJA2VN4PLT,B0009KNOXG,3
A2IL2MT944PWW0,B0009KNOXG,5
AY711K89JP16D,B0009KNP4E,5
A2QWJ4DH24GUP3,B0009KNP58,3
ABE3ALBA75IUB,B0009KNP58,3
A3FTUOIGWHVB3J,B0009KNP58,3
A35JSF17VDOI3M,B0009KO45I,4
A35JSF17VDOI3M,B0009KO46W,3
A3MDEOJ34TU6HL,B0009KO46W,3
A2K158CBV3688K,B0009KO47G,5
A35JSF17VDOI3M,B0009KQMZS,4
A2VASN1Y084803,B0009KQN0M,4
AC55TAK68IZ6G,B0009KQN0M,5
AC55TAK68IZ6G,B0009KS1RK,5
A27J61NFV3RTO,B0009KS1RK,2
A39L83JY3KNIZ,B0009L0AQY,5
A3P3GE3J02ZWDP,B0009L0AQY,5
A1HSSWFZ58DL8,B0009L0AQY,5
A41SHXYGO5OIK,B0009L0AQY,5
ARYRNHYTT7UGS,B0009L0AQY,5
AHKNGN0EB3ZPP,B0009L0AQY,1
A2JP6HC4FN5ZKV,B0009L0AQY,5
A16462Y89OFASI,B0009L0AQY,2
A27R9AZ3Q9JAZ4,B0009L0AQY,5
A3GZ2AKFMKZ6F8,B0009L0VHM,4
A1D46J6RCJVHJ3,B0009LNPAC,5
A24VY82VMTYATG,B0009LNPAC,5
AB4LZOXTHLO26,B0009LNPAC,5
A2CCQZKSJVX9PU,B0009LNPAC,4
A189IFC4L38RV9,B0009LNPAC,5
A1LL10S1RO5TKG,B0009LNPAC,5
A1Q5FIU1WYXJ81,B0009LNPAC,5
A11LMUBVDBEDMF,B0009LNPAC,5
A3BV1Q4ZI2EYWH,B0009LNPAC,5
A1T9WADLD4NM58,B0009LNPAC,4
AF47FXAZRWA74,B0009LNPAC,5
A1F1CM2LDHSYY6,B0009LNPAC,5
AZ7XC1X07STCG,B0009LNPAC,5
A3JOVOKUKWLNLN,B0009LOJHK,4
A12WYZYJCJZ78M,B0009LPJ0Q,4
A1YFOLA6MRDRRQ,B0009LPJ0Q,2
A200FKBEWWO68M,B0009LPJ0Q,5
A4EFOZNQPONMF,B0009LPJ0Q,4
AIUZ2LY8OX8IW,B0009LPJ0Q,5
AY6E75WYI0L94,B0009LPJ0Q,4
A2P8JAGEYL18GF,B0009LPJ0Q,4
AF79D51F13FFZ,B0009LPJ0Q,5
A4J2YUU2HARBR,B0009LPJ0Q,5
A2G8VZUWFVKF72,B0009LPJ0Q,1
AJZPF06DSE0I8,B0009LPJ0Q,5
A1RHTSDBCA8Y6U,B0009LPJ0Q,2
A25VWFHUEHSRHM,B0009LPJ0Q,5
A1334L4OUI45HG,B0009LPJ0Q,3
A6I2VGK08Y5IR,B0009LPJ6U,5
ATZTE5KL3K9S7,B0009LPJ6U,5
A1A1W3GP06WND9,B0009LPJ6U,2
A164LK93380OXI,B0009LPJ6U,5
A6I2VGK08Y5IR,B0009LRB6G,4
