USER_ID,item_id,over_all_rating
AIKQJ1RXQ2IXF,B0002UCSG2,5
A1OVC15V88JDPS,B0002UCSG2,3
A35OBT6KF0ZW6J,B0002UCSG2,5
A3E26PBVVR6KFT,B0002UCSG2,4
A2BQ89SX97DHU5,B0002UCSG2,5
A204K1OFE8OB9Y,B0002UCSG2,5
AS01BCUC163G7,B0002UE2KC,1
A2E32OB9JLZSXF,B0002UE2KC,5
A3N0OXDGAI4E1,B0002UE2KC,5
A2JASNYNF4YV9D,B0002UEMYS,5
A33NK7XZPQUI65,B0002UEMYS,3
A2EJ3R8Z9ZIN4Q,B0002UEMZ2,5
A15TABNGK6L4N3,B0002UEMZ2,5
A1P1L268DFQLPT,B0002UEMZ2,5
A3K6JECJIXECT9,B0002UEMZ2,5
A23OIZ7VK5GFYU,B0002UEMZ2,5
APD5T2X381CB5,B0002UEMZ2,5
A1LJP7U42R7X91,B0002UEMZ2,4
AZ7PGBX24WGPM,B0002UEMZ2,4
A2ZRFOHVQ7CBZ,B0002UEMZ2,4
A2GIPC1N5TELQQ,B0002UEMZ2,5
A22QKNGN59XYZG,B0002UEMZ2,5
A1CYIINL4FY2V9,B0002UEMZ2,5
A1JPRVMHBJFU63,B0002UEMZ2,5
A1QW1ILDTB55N5,B0002UEMZ2,4
AQYV4HSRJ2EPU,B0002UEMZ2,5
A14YVGE643TRJK,B0002UEMZ2,5
A1Y64LZSBVHG2J,B0002UEMZ2,5
A1ALOBT2M8WRCT,B0002UEMZ2,5
A2WF2U9U7MKXQ8,B0002UEMZ2,5
AG7MBYH38IN1G,B0002UEMZ2,5
A1U9SGRKYTA79D,B0002UEMZ2,4
A2VPMP6TDAQP8E,B0002UEMZ2,3
A2094J8N4NZGO1,B0002UEMZ2,5
A35BXRP0S6J5RX,B0002UEMZ2,5
A3OSHFU2AM887V,B0002UEMZ2,4
A1PEXCZSZO4N30,B0002UEMZ2,5
A3AJ8ONMBB7R8F,B0002UEMZ2,5
A2GXYICAWU5MRT,B0002UEMZ2,4
A6HIJQ5XXX0R9,B0002UEMZ2,5
AQXRS6FAPCK8S,B0002UEMZ2,5
A3II30E5N5WNOY,B0002UEMZ2,5
A345B7IXC29H6U,B0002UEMZ2,5
A1CEBL4MO7835J,B0002UEMZ2,4
A1FN0L4YDJZW6V,B0002UEMZ2,5
ABOFYETHSC34H,B0002UEMZ2,4
A26UOIXE0PXE2B,B0002UEMZ2,5
AECFRE7C0CCLU,B0002UEMZ2,5
A3LDH6FL77IAWN,B0002UEMZ2,5
A14ZFQMJ3PJSB,B0002UEMZ2,5
A2W3G4QSXAR4R2,B0002UEMZ2,4
A2NRWCYDE49SRS,B0002UEMZ2,5
A2CKDZWCM8PSZU,B0002UEMZ2,5
A1L686MBK2QOUM,B0002UEMZ2,5
AD6S505KH3K65,B0002UEMZ2,5
A3G7D26QQ91C2T,B0002UEMZ2,4
A34E99I4O3RPLJ,B0002UEMZ2,5
ALBEPE9U4K6FG,B0002UEMZ2,5
A2N6D3CI3AXW9S,B0002UEMZ2,4
A371MBH2I0RQZ0,B0002UEMZ2,5
ADZW68FMCA1TK,B0002UEMZ2,5
A3IVI3DAH0SU5J,B0002UEMZ2,5
AHHBZAEMJUMVY,B0002UEMZ2,5
A38DOL4HGLE9V,B0002UEMZ2,5
A1O6SNOKIE9EMP,B0002UEMZ2,5
A3BTNPH6O4IQ05,B0002UEMZ2,5
A1EH92U7PG4G1Z,B0002UEMZ2,5
A38LE5VH6PVUWO,B0002UEMZ2,4
A36KGUR06YA950,B0002UEMZ2,5
A1YEI5WMECI5TQ,B0002UEMZ2,5
AK8PYIN3TBHTC,B0002UEMZ2,5
A3SS2DC427XBWT,B0002UEMZ2,5
A1O25NPZOZR6B,B0002UEMZ2,4
A3ETM0Y555ST49,B0002UEMZ2,3
A2GBIDVTA2MROQ,B0002UEMZ2,2
A1MGM1QAPOJIVX,B0002UEMZ2,3
A2EM29P61SN8KN,B0002UEMZ2,4
A1JVFV1VAA08X,B0002UEMZ2,5
A1XNVKP1R1ZOZY,B0002UEMZ2,5
AUCGD1G9DL8GD,B0002UEMZ2,5
ALA9EIJ7G1SCF,B0002UEMZ2,5
A3QYSDYGEJZ1DR,B0002UEMZ2,5
A3VYY2O3YMC1BP,B0002UEMZ2,5
A1SAESO0L8093K,B0002UEMZ2,4
A2EIRAA1TZJWNU,B0002UEMZ2,4
ALAH64FCJ33FG,B0002UEMZ2,5
A1ORODEBRN64C,B0002UEMZ2,5
A2GCFD2FCQ572M,B0002UEMZ2,5
A3KX18HG5IBIH8,B0002UEMZ2,4
AB094YABX21WQ,B0002UEMZ2,5
ALBA45XHWRVDP,B0002UEMZ2,3
A3STQ45XNMV62B,B0002UEMZ2,5
A2VRYQBXSTA424,B0002UEMZ2,5
A1GBY9R9MC0GEW,B0002UEMZ2,5
A3VM4WYCTVKFHW,B0002UEMZ2,5
A146UFOY3ALHC1,B0002UEMZ2,5
A17LPLXKKEAK5H,B0002UEMZ2,5
A237IUPA3GLMXI,B0002UEMZ2,4
A21BV7SEL1ST1Y,B0002UEMZ2,5
A3123DJXBMZAVX,B0002UEMZ2,5
AFAT0G49G78WC,B0002UEMZ2,5
A1912PQLG8WJQX,B0002UEMZ2,5
A2XRMQA6PJ5ZJ8,B0002UEMZ2,5
AKWP7LOOOF3NB,B0002UEMZ2,5
ANRPN7DXVMDT,B0002UEMZ2,5
A1YDFJVQ8GUHTP,B0002UEMZ2,5
A1XHKAMMQ58WSE,B0002UEMZ2,5
A5KXU1BFVDGRO,B0002UEMZ2,5
ABKSK1OSX0YRM,B0002UEMZ2,5
A3CX0F9AYXLMFW,B0002UEN1A,5
A1UPBXEBJUK5VY,B0002UEN1A,5
A3GL0F77T0RSFZ,B0002UEN1A,5
A1JO1S79DDF1BC,B0002UEN1A,5
A1I0ZJO1SLUEM4,B0002UEN1A,5
A3PTPXIK0Z72Z7,B0002UEN1A,5
A3A990WHHIMBC2,B0002UEN1A,5
A1TLS65N87I9DW,B0002UEN1A,3
ALR819EYYWX06,B0002UEN1A,4
A3HR0ZZOFKQ97N,B0002UEN1A,5
A21WJXCVOPXCA1,B0002UEN1A,4
A2UP77VMW5GVQU,B0002UEN1A,5
A2X7Y99H7H8QM,B0002UEN1A,5
AH9TAY1A9V2OJ,B0002UEN1A,4
A1GA5LFEJFIR01,B0002UEN1A,5
A48V9754OZGMM,B0002UEN1A,5
A35V1GMQX6YF4L,B0002UEN1A,5
A1935CPJR6HQ2W,B0002UEN1A,5
A1J45J73U2QU5C,B0002UEN1A,5
A34G8NO3EQSNB9,B0002UEN1A,5
A1W6E14G84E0NW,B0002UEN1A,3
A23CSEON3LTVJ4,B0002UEN1A,2
A3JFOBH7JX3IB1,B0002UEN1A,5
A39GR8EBKEPMI4,B0002UEN1A,5
A39D154WQLKRJ4,B0002UEN1A,5
A3GNH3SRV4NK19,B0002UEN1A,5
A3DTEPKLPG9RFB,B0002UEN1A,5
A3MJCTB53MMEKT,B0002UEN1A,4
A1OM2IRS895JAW,B0002UEN1A,5
A1VOMPQVJAYLPG,B0002UEN1A,5
A381YBK0L85GMO,B0002UEN1A,5
AZTMVBEWKFOVL,B0002UEN1A,5
AMUAG0198FFJY,B0002UEN1A,5
A2L5WV4T4DZS3L,B0002UEN1A,5
A4GENNKK1V54K,B0002UEN1A,5
A3OP7YR7NG4OH5,B0002UEN1A,5
AFABQJ0QRY1VO,B0002UEN1U,5
A3062I456P354J,B0002UEN1U,5
AD4R6GL8BRD87,B0002UEN1U,5
A23AYQ4U5SC6MP,B0002UEN1U,5
AXQ79PKTAYS7X,B0002UEN1U,4
A38I636UBQAAD,B0002UEN1U,5
AWYE428W5MRQN,B0002UEN1U,5
AJCHGS1GND4OA,B0002UEN1U,5
A3UJUX6RZ9WVCB,B0002UEN1U,4
AUDE57HNDDNXK,B0002UEN1U,5
A19POA7RJPFV8L,B0002UEN1U,5
A3LTVR22STSMZL,B0002UEN1U,5
AC00URW5TZRAP,B0002UEN1U,5
A14LHWICJ3W50H,B0002UEN1U,5
AVH099EZ7DMHH,B0002UEN1U,5
A1HT54HS8UL502,B0002UEN1U,5
A21ZT6WOBXWE69,B0002UEN1U,5
A26LA0GP0W52RE,B0002UEN1U,5
A1SCNTMJH04QPK,B0002UEN1U,5
AZXX30VS7M5I7,B0002UEN1U,5
A6BZZVPCW2SKM,B0002UEN1U,5
A3OPUHQ5HU6AAL,B0002UEN1U,5
A3NRD4VU07FYK0,B0002UEN1U,5
A1GGNQP11JJRJM,B0002UEN1U,5
A1PNQAD2WV9R66,B0002UEN1U,5
A1RCJE077M9BSU,B0002UEN1U,5
A2QC1R1PB432QD,B0002UEN1U,4
A35KI7EIQX61C7,B0002UEN1U,5
A3NFZR5IWPACQD,B0002UEN1U,4
A2SVMVDT571DQV,B0002UEN1U,5
A213A8FRQSO84Y,B0002UEN1U,5
AR2WVH0CLEXGL,B0002UEN1U,5
A204X5TFN10O43,B0002UEN1U,5
A20GBVCS8IW72S,B0002UEN1U,5
A21F0YLZUZFP6X,B0002UEN1U,4
A2WQUNOHFB90YM,B0002UEN1U,5
A220UNP1WK946B,B0002UEN1U,5
A556XBKHBGGDK,B0002UEN1U,5
A5VD93RRPRWLU,B0002UEN1U,4
A1MYX6BVSUNE5Q,B0002UEN1U,4
AQ7Y8GNP78C5E,B0002UEN1U,5
A2LSAHYDG4DL66,B0002UEN1U,5
A2615JKP2EEDH4,B0002UEN1U,5
A3AQ2F2IRJDXOX,B0002UEN1U,5
A1TCYNKFS4IKGC,B0002UEN1U,5
A36TIANCT07FT3,B0002UEN1U,1
A28CZ48FNUV1AI,B0002UEN1U,1
AA4KMZ9FPUJGW,B0002UEN1U,2
A2WO3RGJHZIKHX,B0002UEN1U,5
AGR9X65YNUNJY,B0002UEN1U,5
A3O9RC2LHNPOY2,B0002UEN1U,5
A1TMBO70ONLHNS,B0002UEN1U,5
A3MYVUPK59WGQ1,B0002UEN1U,5
A3GL0F77T0RSFZ,B0002UEN1U,5
A3QB42QA8DCJ8,B0002UEN1U,5
A3TG61FT2R0K0I,B0002UEN1U,5
A30R8RKICU3NSV,B0002UEN1U,1
A3BXC0TUKI5F96,B0002UEN1U,4
A1HLGWE8JN78DF,B0002UEN1U,5
A2DPPGC3ZBOZGM,B0002UEN1U,5
A1N5P0DFOKEXIY,B0002UEN1U,5
A1E3RTMBHQ2RJE,B0002UEN1U,5
A1GCPJGEM2U7UF,B0002UEN1U,4
ADCDVX1IZYE1U,B0002UEN1U,5
A3DCCGLA9RVF8K,B0002UEN1U,5
A2TW892E7BCUMH,B0002UEN1U,2
A3S5NW6IW7YI8N,B0002UEN1U,1
A2BOKY8S8R8X97,B0002UEN1U,5
A3JZNCC3VX1AAC,B0002UEN1U,5
A3V20YFVPC2SH1,B0002UEN1U,5
ANRPN7DXVMDT,B0002UEN1U,5
A1LAOO265QZHEF,B0002UEN1U,5
A1HZSLGV921I0I,B0002UEN1U,5
A1T91CDVTT3Y3B,B0002UEN1U,4
A1AKW788238PWQ,B0002UEN1U,5
A256ZBYQ2BWWDL,B0002UEN1U,5
A2IUIOFOUUGA7E,B0002UEN1U,5
A1G2NWATGUQL94,B0002UEN1U,5
A3XBNW8XGIZ5E,B0002UEN1U,5
A1WYWPFRLS0YID,B0002UENJ2,5
A2CHYS44ZVPJ2,B0002UENJ2,3
A2TFHEWVICMDPN,B0002UENJ2,5
A1AWKLHG19U6KG,B0002UENJ2,5
A2C63K549F7GRV,B0002UENJ2,5
A3S3ERAYGT76L5,B0002UENJ2,5
A35AWBVIASIT9O,B0002UENJ2,5
A32GW1R9MW0XOH,B0002UENJ2,5
A1QZS9T3HHFM7N,B0002UENJ2,2
A1XFJJC00KZ01U,B0002UENJ2,4
A12L0VN18MO2Q1,B0002UENJ2,5
A3M7VAYKYYHEAX,B0002UENJ2,5
A2G5TBOB0CGLRZ,B0002UENJ2,5
AKFOKF9L25MCK,B0002UENJ2,5
A1GLTYS9QFLAGZ,B0002UENJ2,5
A1NT53C7C5VQ41,B0002UENJ2,5
A3ASHRF7A3FD2L,B0002UENJ2,5
A9KOC3PXLXYSB,B0002UENJ2,5
AZ0J4L3R5A8WC,B0002UENJ2,5
A1C1Z2CVXPERZT,B0002UENJ2,5
AI912F3IUEMW0,B0002UENJ2,4
A3DOO2JELMVG8M,B0002UENJ2,4
A2P727YNJ99039,B0002UENJ2,5
A2LX4NZ5QQ4S2I,B0002UENJ2,4
A2DPRU8CY3A4KZ,B0002UENJ2,4
A34AIPS5B55DDA,B0002UENJ2,5
A3ISNZGR11UNXV,B0002UENJ2,3
A1ITDPYRRSC1I4,B0002UENJ2,4
A1UDJHWK4L1ZWV,B0002UENJ2,5
A3TBPHXRNQG5JM,B0002UENJ2,1
A1Y0R6C487JDXO,B0002UENJ2,5
ARCCZ2AOXM81J,B0002UENJ2,5
A24J28J67MNXOU,B0002UENJ2,5
A1TLS65N87I9DW,B0002UENJ2,5
A1QO7I6QR34PHD,B0002UENJ2,5
AWZRNHHDY2VVN,B0002UENJ2,5
A14T4AL9QQCAJE,B0002UENJ2,5
AIHFH7IBZ1U3V,B0002UENJ2,5
A9NGI8U2MEJ08,B0002UENJ2,5
A1RKUHHWHC9TPB,B0002UENJ2,5
A1Z95PQLRRJ120,B0002UENJ2,5
AOT29K76W1Q2Y,B0002UENJ2,5
A5YBZQ14BWDCR,B0002UENJ2,4
A1CQXL80I4KAJ6,B0002UENJ2,5
AUS9H5OBPY6U3,B0002UENJ2,5
A387MAH5XI9729,B0002UENJ2,5
A3F5JXIXSTO1M7,B0002UEOAK,5
A77LSZ526K877,B0002UEOKK,5
A35R4E4BGGQ8HI,B0002UEOKK,5
A1VXT0L0Z4J9UV,B0002UEOKK,5
A227EXM3SEKQBE,B0002UEOKK,2
A1DMR180CA6WDI,B0002UEOKK,5
ABXEFUVFKQLXT,B0002UEOKK,5
A2RI6TK62Q7838,B0002UEOKK,5
A1MVVHVA27SMZ0,B0002UEOKK,4
ARFZFF6FJ6RER,B0002UEOKK,5
AVM65LEBOMWOU,B0002UEOL4,5
A26TYRD1YIP1LX,B0002UEOL4,5
AAKHLZ0EYNUHH,B0002UEOL4,1
AT9QNVD3W9A06,B0002UEOL4,3
AQT8ALHCVNYZR,B0002UEOLE,1
AN5SD1VJWYTQI,B0002UEOLO,5
A2ROBO96G69ABZ,B0002UEOLO,4
A34IWRXV6RC25T,B0002UEOLO,5
A3FYJ0ID6EZKU5,B0002UEOLO,5
AT8TS7XTO8TIE,B0002UEOLO,5
A247PVOC3IKL26,B0002UEOLO,5
A2ILEFMS2AIITR,B0002UEOLO,5
A36O2QTULMUUO4,B0002UEOLO,5
A3USOF5N3ISXXY,B0002UEOLO,4
AU9ROMBXTC8Q8,B0002UEOLO,5
AS783RGOONRQ7,B0002UEOLO,5
A2LKOZ0SSW4NH9,B0002UEOLO,5
A1T3WJF3AJ9GQB,B0002UEOLO,5
A2AM9IPXQKNO8L,B0002UEOLO,5
